"","year","company","country","region","productionGroup","units","fixed_assets","cash_and_equi","net_income_after_tax","income_tax","assets","liabilities","current_liabilities","equity","KTA","tg_beforetax","tg_aftertax","ratio_endeudamiento","ratio_endeudamiento_cp","pasivo_activo","ratio_solvencia","is_media"
"11",2011-01-01,"ENOC","United Arab Emirates","Middle East/North Africa","Internationalized operators","USD million",0,0,0,0,9567,0,0,0,0,NA,NA,NA,NA,0,NA,"empresas"
"12",2011-01-01,"Equinor","Norway","Western Europe","Internationalized operators","USD million",101791.2529,9866.8822,14095.9028,24087.3254,137137.1727,86250.4674,30528.4547,50886.7052,111658.1351,0.341965483892449,0.126241610495965,1.69495091224731,0.599929875200488,0.628935726921254,0.589987587707844,"empresas"
"13",2011-01-01,"ETAP","Tunisia","Middle East/North Africa","Small domestic producers","USD million",1152.0222,1183.4136,428.0115,355.1184,3112.8769,1906.4437,1472.0723,1206.4332,2335.4358,0.335324953055871,0.183268364730899,1.58023146246307,1.22018550218943,0.612437870575608,0.632818687486024,"empresas"
"14",2011-01-01,"Gabon Oil Company","Gabon","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"15",2011-01-01,"Gazprom","Russia","Eurasia","Internationalized operators","USD million",294748.5665,17062.7655,76413.4475,11106.3988,370994.8047,106856.8689,44559.2468,264137.9358,311811.332,0.280682057764341,0.245063086738618,0.404549496369616,0.168696884319333,0.288027938791241,2.47188541568805,"empresas"
"16",2011-01-01,"GEPetrol","Equatorial Guinea","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"17",2011-01-01,"GNPC","Ghana","Sub-Saharan Africa","Small domestic producers","USD million",181.0371,5.111,0,0,365.5806,184.1757,148.8719,216.708,186.1481,0,0,0.84987956143751,0.686970024180003,0.503789588397196,1.17663730883064,"empresas"
"18",2011-01-01,"IPIC","United Arab Emirates","Middle East/North Africa","Internationalized operators","USD million",37846.339,4992.819,1304.493,747.316,62493.761,48756.639,18352.853,14223.158,42839.158,0.0478956425800899,0.0304509486390932,3.4279756296035,1.29035007555987,0.780184105098107,0.291717359763047,"empresas"
"19",2011-01-01,"KazMunayGas","Kazakhstan","Eurasia","Large domestic producers","USD million",30106.1241,12029.1568,3551.1648,1044.5105,42136.2221,20556.6353,5587.9235,21579.5936,42135.2809,0.109069530375434,0.0842800789302439,0.952596034987425,0.258944797737062,0.487861376162625,1.04976292496662,"empresas"
"20",2011-01-01,"KPC","Kuwait","Middle East/North Africa","Large domestic producers","USD million",51598.1392,10214.5474,63202.7818,359.9912,86894.3102,41115.4555,18519.5288,64298.3835,61812.6866,1.02831273798735,1.02248883322279,0.639447731994693,0.28802479614437,0.473166256862696,1.56384947504716,"empresas"
"21",2011-01-01,"MOGE","Myanmar","Asia-Pacific","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"22",2011-01-01,"Naftogaz","Ukraine","Eurasia","Medium domestic producers","USD million",18063.6166,193.2837,3507.9736,295.1969,26455.7688,13398.5765,6503.1178,13508.1457,18256.9003,0.208314140818307,0.192145081714665,0.991888657227024,0.481421946759132,0.506451980333303,1.00817767469552,"empresas"
"23",2011-01-01,"NAMCOR","Namibia","Sub-Saharan Africa","Pre-production NOCs","USD million",19.1392,3.568,65.9174,0.2551,41.6819,22.727,14.9094,18.9549,22.7072,2.91416378945885,2.90292946730552,1.19900395148484,0.786572337495845,0.545248657090968,0.8340256083073,"empresas"
"24",2011-01-01,"National Oil Kenya","Kenya","Sub-Saharan Africa","Pre-production NOCs","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"25",2011-01-01,"Nilepet","South Sudan","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"26",2011-01-01,"NIOC","Iran","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"27",2011-01-01,"NNPC","Nigeria","Sub-Saharan Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"28",2011-01-01,"NOC Libya","Libya","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"29",2011-01-01,"NOCAL","Liberia","Sub-Saharan Africa","Pre-production NOCs","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"30",2011-01-01,"ONGC","India","Asia-Pacific","Internationalized operators","USD million",36658.2748,5976.2475,16959.7927,2738.0605,49750.7061,20039.5961,10786.5898,29711.11,42634.5223,0.462016510033701,0.397794833507493,0.67448156935234,0.36304903451941,0.40280023482923,1.48262020111274,"empresas"
"31",2011-01-01,"OOC","Oman","Middle East/North Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"32",2011-01-01,"Orsted","Denmark","Western Europe","Internationalized operators","USD million",19441.9088,268.2208,3306.5662,680.6102,28570.9148,17871.6996,7006.7091,10754.9083,19710.1296,0.202290724663728,0.167759739134338,1.66172496328955,0.651489432039137,0.625520734113841,0.601784303715579,"empresas"
"33",2011-01-01,"PCJ","Jamaica","Latin America/Caribbean","Pre-production NOCs","USD million",207.6661,0,13.2749,1.0556,241.4538,241.4538,28.4949,156.0269,207.6661,0.0690074114166925,0.0639242514786958,1.54751392227879,0.182628123740201,1,0.646197740520133,"empresas"
"34",2011-01-01,"PDVSA","Venezuela","Latin America/Caribbean","Large domestic producers","USD million",125785.7926,8631.4783,55090.5742,2011.9833,182608.351,112805.3529,47150.584,69802.9982,134417.2709,0.424815629105292,0.409847438734155,1.61605311818827,0.675480784720792,0.617744765133989,0.618791541407429,"empresas"
"35",2011-01-01,"Pemex","Mexico","Latin America/Caribbean","Large domestic producers","USD million",132883.4269,9254.9297,71553.6621,238.3106,159488.2207,151183.1172,20400.7381,8305.023,142138.3566,0.505085146735121,0.503408536665183,18.2038167985808,2.45643366670989,0.94792653988145,0.0549335346023676,"empresas"
"36",2011-01-01,"Pertamina","Indonesia","Asia-Pacific","Large domestic producers","USD million",17285.66,3199.325,2405.302,2099.452,34923.643,21641.033,12772.435,13282.61,20484.985,0.219905164685256,0.117417806261513,1.62927564687964,0.961590756635932,0.619667112047847,0.613769684654148,"empresas"
"37",2011-01-01,"Perupetro","Peru","Latin America/Caribbean","Medium domestic producers","USD million",9.5548,48.0523,1080.0648,0,180.8616,354.4628,174.2936,0.6923,57.6071,18.7488139482807,18.7488139482807,512.007511194569,251.760219557995,1.95985659753093,0.00195309634748696,"empresas"
"38",2011-01-01,"Petroamazonas","Ecuador","Latin America/Caribbean","Medium domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"39",2011-01-01,"Petrobangla","Bangladesh","Asia-Pacific","Medium domestic producers","USD million",0,0,0,149.0296,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"40",2011-01-01,"Petrobras","Brazil","Latin America/Caribbean","Internationalized operators","USD million",251822,19057,19992,6732,316414,143826,36364,172588,270879,0.0986565957493936,0.0738041708659586,0.833348784388254,0.210698310427144,0.454550051514788,1.19997775089344,"empresas"
"41",2011-01-01,"PetroChina","China","Asia-Pacific","Internationalized operators","USD million",240811.7795,9467.2083,62122.1702,5920.6421,296772.8046,129233.9237,86673.5823,167538.881,250278.9878,0.271867857937693,0.248211688668177,0.771366759337494,0.517334136307142,0.435464172245114,1.29640017267386,"empresas"
"42",2011-01-01,"Petroci","Cote d'Ivoire","Sub-Saharan Africa","Small domestic producers","USD million",656.7117,90.7779,73.576,70.3483,2039.7184,1764.8142,102.4401,274.9042,747.4896,0.192543548431978,0.0984308009101397,6.4197425866902,0.372639268516087,0.865224434902387,0.155769485535644,"empresas"
"43",2011-01-01,"Petroecuador","Ecuador","Latin America/Caribbean","Medium domestic producers","USD million",4365,224,0,0,7850,3780,3220,4070,4589,0,0,0.928746928746929,0.791154791154791,0.481528662420382,1.07671957671958,"empresas"
"44",2011-01-01,"PetroleumBrunei","Brunei","Asia-Pacific","Medium domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"45",2011-01-01,"Petronas","Malaysia","Asia-Pacific","Internationalized operators","USD million",81854.1678,34822.188,21827.7563,8202.6063,143461.9504,46758.1239,19909.7843,96703.8264,116676.3558,0.257381732520652,0.187079517099556,0.48351886001483,0.205884141726164,0.325927005520483,2.06817165305471,"empresas"
"46",2011-01-01,"PetroSA","South Africa","Sub-Saharan Africa","Small domestic producers","USD million",1091.6759,1632.3209,127.6878,0,3283.0458,1052.4846,274.394,2292.3113,2723.9968,0.046875165198432,0.046875165198432,0.459136854579917,0.119701892147022,0.320581759779288,2.17799984911893,"empresas"
"47",2011-01-01,"Petrotrin","Trinidad and Tobago","Latin America/Caribbean","Small domestic producers","USD million",3928.3914,411.6629,814.2558,372.8187,6268.7368,4401.5835,1857.089,1867.1533,4340.0543,0.273516047944377,0.187614196439892,2.35737660105359,0.994609815916026,0.702148397744183,0.42420035880269,"empresas"
"48",2011-01-01,"PetroVietnam","Vietnam","Asia-Pacific","Medium domestic producers","USD million",15687.8707,4681.3822,2162.1843,330.9631,28162.2675,13984.4533,8983.8928,12862.2223,20369.2529,0.122397586805945,0.106149416015155,1.08725016360509,0.698471274283605,0.496567021813851,0.919751528649318,"empresas"
"49",2011-01-01,"PNOC","Philippines","Asia-Pacific","Small domestic producers","USD million",0,102.7004,119.8985,1.3654,1000.0689,126.0884,0,873.9805,102.7004,1.18075392111423,1.16745893881621,0.14426912270926,0,0.126079713107767,6.93149012914749,"empresas"
"50",2011-01-01,"PTT","Thailand","Asia-Pacific","Internationalized operators","USD million",33439.094,3808.9258,3765.0752,1379.8389,45938.5798,24863.2364,11003.4726,21075.3434,37248.0198,0.138125842061542,0.101081217745702,1.17973102160698,0.522101699182752,0.541227798252483,0.847650847256554,"empresas"
"51",2011-01-01,"Qatar Petroleum","Qatar","Middle East/North Africa","Large domestic producers","USD million",45585.2915,9780.3673,42103.7879,26492.3934,67237.1495,5816.0203,4070.3992,61421.1291,55365.6588,1.23896622539602,0.760467568029733,0.0946908724281332,0.0662703414874215,0.0865001021496308,10.5606799721796,"empresas"
"52",2011-01-01,"Rosneft","Russia","Eurasia","Internationalized operators","USD million",89339.3745,5649.6519,55986.008,3063.0643,117859.9063,46252.2705,15077.083,71607.6358,94989.0264,0.621640988837422,0.589394481887226,0.645912548058178,0.210551330616616,0.392434305710966,1.54819720255679,"empresas"
"53",2011-01-01,"Saudi Aramco","Saudi Arabia","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"54",2011-01-01,"SHT","Chad","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"55",2011-01-01,"Sinopec Corp","China","Asia-Pacific","Internationalized operators","USD million",122947.8844,3814.4622,41537.6625,4042.4292,175993.9343,98612.9867,68752.2493,78518.4611,126762.3466,0.359571220654573,0.3276813944686,1.25592103205395,0.875618909703772,0.560320371791359,0.79622840487398,"empresas"
"56",2011-01-01,"Sinopec Group","China","Asia-Pacific","Internationalized operators","USD million",196093.5671,11957.2023,10795.5455,5721.9254,270632.5878,159150.2213,94737.2381,111482.3665,208050.7694,0.0793915396113887,0.0518889958020025,1.4275820140578,0.849795721729678,0.588067470343274,0.700485149121184,"empresas"
"57",2011-01-01,"SNH","Cameroon","Sub-Saharan Africa","Small domestic producers","USD million",173.9468,0,0,0.1294,219.7488,0,40.1164,344.7492,173.9468,0.000743905607921502,0,0,0.116364011867178,0,NA,"empresas"
"58",2011-01-01,"SNPC","Congo (Rep.)","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"59",2011-01-01,"SOCAR","Azerbaijan","Eurasia","Medium domestic producers","USD million",15465.6332,1466.4049,1200.4766,474.8721,21451.5537,9739.3093,5156.4774,11712.2444,16932.0381,0.0989454837099616,0.0708997105315987,0.831549357013076,0.440263814850038,0.454014167747672,1.20257443718314,"empresas"
"60",2011-01-01,"Sonahydroc","Dem. Rep. of Congo","Sub-Saharan Africa","Pre-production NOCs","USD million",0,0,0,0.0915,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"61",2011-01-01,"Sonangol","Angola","Sub-Saharan Africa","Large domestic producers","USD million",25868.1265,3854.218,29299.336,1750.6514,34283.5639,19748.4318,7740.3304,14535.1321,29722.3445,1.04466817548663,0.985767996868484,1.35866889025384,0.532525631466397,0.576032055990538,0.736014497110601,"empresas"
"62",2011-01-01,"Sonatrach","Algeria","Middle East/North Africa","Large domestic producers","USD million",57830.0303,0,0,0,102032.0259,37045.2209,35523.378,64986.805,57830.0303,0,0,0.570042193949987,0.546624472460217,0.363074442296259,1.75425610702729,"empresas"
"63",2011-01-01,"Staatsolie","Suriname","Latin America/Caribbean","Small domestic producers","USD million",550,497,271,152,1194,394,154,612,1047,0.404011461318052,0.25883476599809,0.643790849673203,0.251633986928105,0.32998324958124,1.55329949238579,"empresas"
"64",2011-01-01,"Sudapet","Sudan","Middle East/North Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"65",2011-01-01,"TAQA","United Arab Emirates","Middle East/North Africa","Internationalized operators","USD million",26798.9108,1039.8911,1773.7236,689.9932,30849.0129,27785.4323,3608.7134,3428.1824,27838.8019,0.0884993833014057,0.063714078155066,8.10500406862832,1.05266085025114,0.900691130379734,0.123380567305408,"empresas"
"66",2011-01-01,"Timor GAP","Timor-Leste","Asia-Pacific","Pre-production NOCs","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"67",2011-01-01,"TPDC","Tanzania","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"68",2011-01-01,"Turkmengaz","Turkmenistan","Eurasia","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"69",2011-01-01,"YOGC","Yemen","Middle East/North Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"70",2011-01-01,"YPF","Argentina","Latin America/Caribbean","Large domestic producers","USD million",11622.233,270.5504,1473.6726,661.778,14838.9121,9140.8088,5102.2598,5698.1033,11892.7834,0.179558521178482,0.123913179146944,1.60418446608365,0.895431256923686,0.616002624612892,0.623369706628149,"empresas"
"71",2011-01-01,"YPFB","Bolivia","Latin America/Caribbean","Medium domestic producers","USD million",3972.3677,0,-216.7644,1191.6404,8817.5411,4356.9286,3388.6507,4460.6125,3972.3677,0.245414340671434,-0.0545680602528311,0.976755680974306,0.759682823827445,0.494120588788636,1.02379747512961,"empresas"
"72",2012-01-01,"ADNOC","United Arab Emirates","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"73",2012-01-01,"BAPCO","Bahrain","Middle East/North Africa","Medium domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"74",2012-01-01,"Basra Oil Company","Iraq","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"75",2012-01-01,"CNOOC","China","Asia-Pacific","Internationalized operators","USD million",94267.2093,21050.3793,20212.1788,4783.493,129602.957,47147.2288,24934.5217,82455.7282,115317.5886,0.216755068359104,0.175274032741958,0.571788398807689,0.302398902348182,0.363782045497619,1.74889872212383,"empresas"
"76",2012-01-01,"CNOOC Limited","China","Asia-Pacific","Internationalized operators","USD million",45177.5925,8716.9041,17689.0229,4195.121,72250.6263,23175.2672,13059.6726,49075.3591,53894.4966,0.406055261308443,0.328215755150035,0.472238362082612,0.266114662011714,0.320762163413938,2.11757468323817,"empresas"
"77",2012-01-01,"CNPC","China","Asia-Pacific","Internationalized operators","USD million",384596.3238,46527.4896,66843.7995,7085.4946,540120.4426,244808.0674,157999.4318,295312.5336,431123.8134,0.171480423493582,0.155045482115324,0.828979604812818,0.535024470089068,0.453247179872618,1.20630229524862,"empresas"
"78",2012-01-01,"CUPET","Cuba","Latin America/Caribbean","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"79",2012-01-01,"Ecopetrol","Colombia","Latin America/Caribbean","Large domestic producers","USD million",46044.8919,2927.3321,8952.7239,3969.8432,56012.137,19694.7791,10917.1766,36317.3579,48972.224,0.263875438861016,0.182812279466826,0.542296583199407,0.300604923685817,0.351616277379312,1.84400940551803,"empresas"
"80",2012-01-01,"EGPC","Egypt","Middle East/North Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"81",2012-01-01,"ENH","Mozambique","Sub-Saharan Africa","Small domestic producers","USD million",291.0577,97.748,64.9636,12.2964,404.6749,276.3524,19.4057,128.3225,388.8057,0.198711078567007,0.167084999011074,2.15357712014651,0.151226012585478,0.682899779551437,0.464343714764192,"empresas"
"82",2012-01-01,"ENOC","United Arab Emirates","Middle East/North Africa","Internationalized operators","USD million",0,0,0,0,13700,0,0,0,0,NA,NA,NA,NA,0,NA,"empresas"
"83",2012-01-01,"Equinor","Norway","Western Europe","Internationalized operators","USD million",103377.7396,11207.5634,12290.5028,23549.6347,134834.5509,79845.2944,28104.856,54989.2566,114585.303,0.312781277892157,0.107260726098529,1.45201625438959,0.511097216760701,0.592172361364686,0.688697524546919,"empresas"
"84",2012-01-01,"ETAP","Tunisia","Middle East/North Africa","Small domestic producers","USD million",839.5644,625.7884,476.7899,471.8406,3344.3866,2023.8577,1771.5488,1320.5289,1465.3528,0.647373451635674,0.325375500016105,1.53261144076438,1.34154489159609,0.605150642572243,0.652481100820478,"empresas"
"85",2012-01-01,"Gabon Oil Company","Gabon","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"86",2012-01-01,"Gazprom","Russia","Eurasia","Internationalized operators","USD million",387707.5676,13804.2259,89474.6462,9279.5579,466203.5546,112740.2728,48381.1336,274967.2948,401511.7935,0.245955923832658,0.222844378791578,0.410013390436134,0.175952320566671,0.241826283149494,2.43894473528363,"empresas"
"87",2012-01-01,"GEPetrol","Equatorial Guinea","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"88",2012-01-01,"GNPC","Ghana","Sub-Saharan Africa","Small domestic producers","USD million",336.5025,10.9099,0,0,462.1149,101.6999,67.8763,360.4149,347.4124,0,0,0.282174516092426,0.188328229493287,0.220074920761049,3.54390613953406,"empresas"
"89",2012-01-01,"IPIC","United Arab Emirates","Middle East/North Africa","Internationalized operators","USD million",41410.21,4912.711,4137.429,814.975,65160.439,49596.428,19963.699,15564.011,46322.921,0.106910442888522,0.0893171007070128,3.18660967278936,1.28268342909806,0.761143245213557,0.313813143962706,"empresas"
"90",2012-01-01,"KazMunayGas","Kazakhstan","Eurasia","Large domestic producers","USD million",32832.566,2783.7036,3854.3779,1187.9018,45225.7255,21729.808,7539.7837,24099.4953,35616.2696,0.1415723700609,0.108219584568733,0.901670666937162,0.312860647334801,0.480474503388564,1.10905238095063,"empresas"
"91",2012-01-01,"KPC","Kuwait","Middle East/North Africa","Large domestic producers","USD million",54580.4188,13713.8705,89329.8127,343.6684,97554.5949,27909.9949,23884.0683,69644.6001,68294.2893,1.31304508794412,1.30801291902455,0.40074887155537,0.342942141468338,0.286096159064672,2.49532829903885,"empresas"
"92",2012-01-01,"MOGE","Myanmar","Asia-Pacific","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"93",2012-01-01,"Naftogaz","Ukraine","Eurasia","Medium domestic producers","USD million",25556.4073,253.9097,-809.0322,80.2149,33400.453,18104.8015,11999.7057,15295.6515,25810.317,-0.0282374408652168,-0.0313453027330118,1.18365677329926,0.784517462365039,0.54205257335881,0.844839502935174,"empresas"
"94",2012-01-01,"NAMCOR","Namibia","Sub-Saharan Africa","Pre-production NOCs","USD million",18.3029,10.4047,4.7056,1.5436,42.352,18.2438,3.795,24.1081,28.7076,0.217684515598657,0.163914782148281,0.756749806081773,0.157415972225103,0.43076596146581,1.3214407086243,"empresas"
"95",2012-01-01,"National Oil Kenya","Kenya","Sub-Saharan Africa","Pre-production NOCs","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"96",2012-01-01,"Nilepet","South Sudan","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"97",2012-01-01,"NIOC","Iran","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"98",2012-01-01,"NNPC","Nigeria","Sub-Saharan Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"99",2012-01-01,"NOC Libya","Libya","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"100",2012-01-01,"NOCAL","Liberia","Sub-Saharan Africa","Pre-production NOCs","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"101",2012-01-01,"ONGC","India","Asia-Pacific","Internationalized operators","USD million",37094.7621,3671.4197,14311.3987,2323.5194,47431.4679,18523.8675,9035.2883,28907.6004,40766.1818,0.408056809970857,0.351060562164299,0.64079575072582,0.312557534177067,0.390539621060305,1.5605596617445,"empresas"
"102",2012-01-01,"OOC","Oman","Middle East/North Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"103",2012-01-01,"Orsted","Denmark","Western Europe","Internationalized operators","USD million",18196.5378,336.9889,1706.8695,163.8332,26561.7004,18522.6505,6386.5613,8634.6502,18533.5267,0.100936142930638,0.0920963142972676,2.14515354657911,0.73964331525555,0.697344304809642,0.466167096334296,"empresas"
"104",2012-01-01,"PCJ","Jamaica","Latin America/Caribbean","Pre-production NOCs","USD million",211.9929,0,15.0469,4.9262,261.6793,261.6793,35.8607,172.9523,211.9929,0.0942158911925824,0.0709783205003564,1.51301428197254,0.207344452776864,1,0.660932293842119,"empresas"
"105",2012-01-01,"PDVSA","Venezuela","Latin America/Caribbean","Large domestic producers","USD million",143899.9371,8253.5612,40000.4663,7297.228,218969.0626,146302.8932,71237.9642,72666.1693,152153.4983,0.310855122152653,0.262895475601431,2.01335634738076,0.980345666852154,0.668144127132962,0.496683064228015,"empresas"
"106",2012-01-01,"Pemex","Mexico","Latin America/Caribbean","Large domestic producers","USD million",129545.1914,6131.3076,69957.8037,322.5645,153702.7529,174285.7559,17905.3682,-20582.8511,135676.499,0.517999570434081,0.515622117430963,-8.46752255327737,-0.869916811476132,1.13391434188164,-0.118098297785218,"empresas"
"107",2012-01-01,"Pertamina","Indonesia","Asia-Pacific","Large domestic producers","USD million",18933.009,4295.373,2765.71,2036.578,40958.641,25765.86,14150.099,15192.781,23228.382,0.206742251784907,0.119065977130908,1.69592782256257,0.931369905220117,0.629070188144182,0.589647735414226,"empresas"
"108",2012-01-01,"Perupetro","Peru","Latin America/Caribbean","Medium domestic producers","USD million",3.8494,53.7031,857.1569,0.1048,182.6111,363.7763,181.8882,0.7229,57.5525,14.8952990747578,14.8934781286651,503.218010789874,251.609074560797,1.99208208044308,0.00198721027180715,"empresas"
"109",2012-01-01,"Petroamazonas","Ecuador","Latin America/Caribbean","Medium domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"110",2012-01-01,"Petrobangla","Bangladesh","Asia-Pacific","Medium domestic producers","USD million",0,0,0,114.5687,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"111",2012-01-01,"Petrobras","Brazil","Latin America/Caribbean","Internationalized operators","USD million",269602,13520,10931,3562,327396,165530,34070,161866,283122,0.0511899463835378,0.0386087976208136,1.02263600756181,0.210482744986594,0.505595670075383,0.977865039569866,"empresas"
"112",2012-01-01,"PetroChina","China","Asia-Pacific","Internationalized operators","USD million",281368.4019,6890.4795,59450.4457,5733.3796,343596.5846,156542.4427,91051.5994,187054.1419,288258.8814,0.226129460377487,0.206239771039367,0.836883060219476,0.48676601584517,0.455599530717803,1.19491007469759,"empresas"
